,Work_period_start,Work_period_end,Wiki_id
1264,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q6368391
1265,,,http://www.wikidata.org/entity/Q6373593
1266,,,http://www.wikidata.org/entity/Q6374451
1267,,,http://www.wikidata.org/entity/Q6203212
1268,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q6270224
1269,,,http://www.wikidata.org/entity/Q6345194
1270,"work period (start)
1951
1 reference",,http://www.wikidata.org/entity/Q6354365
1271,,,http://www.wikidata.org/entity/Q6361009
1272,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q6368389
1273,,,http://www.wikidata.org/entity/Q6368399
1274,,,http://www.wikidata.org/entity/Q6373558
1275,"work period (start)
1940
1 reference",,http://www.wikidata.org/entity/Q6352394
1276,"work period (start)
1954
1 reference",,http://www.wikidata.org/entity/Q6354857
1277,,,http://www.wikidata.org/entity/Q6355198
1278,,,http://www.wikidata.org/entity/Q6323764
1279,,,http://www.wikidata.org/entity/Q6360976
1280,"work period (start)
1957
1 reference",,http://www.wikidata.org/entity/Q6365453
1281,,,http://www.wikidata.org/entity/Q6359918
1282,,,http://www.wikidata.org/entity/Q6366597
1283,,,http://www.wikidata.org/entity/Q6368406
1284,,,http://www.wikidata.org/entity/Q6371091
1285,,,http://www.wikidata.org/entity/Q6373531
1286,,,http://www.wikidata.org/entity/Q6373552
1287,,,http://www.wikidata.org/entity/Q6373686
1288,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q6374806
1289,,,http://www.wikidata.org/entity/Q6350701
1290,,,http://www.wikidata.org/entity/Q6354367
1291,,,http://www.wikidata.org/entity/Q6355716
1292,,,http://www.wikidata.org/entity/Q6368281
1293,"work period (start)
2001
1 reference",,http://www.wikidata.org/entity/Q6371092
1294,,,http://www.wikidata.org/entity/Q6360988
1295,,,http://www.wikidata.org/entity/Q6173032
1296,,,http://www.wikidata.org/entity/Q6368397
1297,,,http://www.wikidata.org/entity/Q6360359
1298,,,http://www.wikidata.org/entity/Q6360972
1299,"work period (start)
1947
1 reference",,http://www.wikidata.org/entity/Q6055867
1300,,,http://www.wikidata.org/entity/Q5589918
1301,,,http://www.wikidata.org/entity/Q6080393
1302,,,http://www.wikidata.org/entity/Q5752142
1303,,,http://www.wikidata.org/entity/Q5673758
1304,,,http://www.wikidata.org/entity/Q5765100
1305,,,http://www.wikidata.org/entity/Q5765124
1306,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q5769365
1307,,,http://www.wikidata.org/entity/Q5620250
1308,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q5589841
1309,,,http://www.wikidata.org/entity/Q5615280
1310,,,http://www.wikidata.org/entity/Q5617879
1311,,,http://www.wikidata.org/entity/Q5617958
1312,,,http://www.wikidata.org/entity/Q5657593
1313,,,http://www.wikidata.org/entity/Q5711021
1314,,,http://www.wikidata.org/entity/Q5588482
1315,,,http://www.wikidata.org/entity/Q5589906
1316,,,http://www.wikidata.org/entity/Q5584281
1317,,,http://www.wikidata.org/entity/Q5615167
1318,,,http://www.wikidata.org/entity/Q5618682
1319,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q5619906
1320,,,http://www.wikidata.org/entity/Q5614430
1321,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q5616586
1322,,,http://www.wikidata.org/entity/Q5618679
1323,,,http://www.wikidata.org/entity/Q5620175
1324,,,http://www.wikidata.org/entity/Q5620246
1325,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q5657975
1326,"work period (start)
1961
1 reference","work period (end)
2001
0 references",http://www.wikidata.org/entity/Q6106642
1327,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q5673802
1328,,,http://www.wikidata.org/entity/Q5657570
1329,,,http://www.wikidata.org/entity/Q5657888
1330,,,http://www.wikidata.org/entity/Q6073900
1331,,,http://www.wikidata.org/entity/Q5765372
1332,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q5997229
1333,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q5646393
1334,,,http://www.wikidata.org/entity/Q6026916
1335,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q5654381
1336,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q5711029
1337,"work period (start)
1926
1 reference",,http://www.wikidata.org/entity/Q5577574
1338,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q5590129
1339,,,http://www.wikidata.org/entity/Q6105225
1340,"work period (start)
1957
1 reference","work period (end)
2015
0 references",http://www.wikidata.org/entity/Q6107295
1341,,,http://www.wikidata.org/entity/Q5880895
1342,,,http://www.wikidata.org/entity/Q5620498
1343,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q5620533
1344,,,http://www.wikidata.org/entity/Q5621241
1345,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q5657880
1346,,,http://www.wikidata.org/entity/Q5640490
1347,,,http://www.wikidata.org/entity/Q5654116
1348,,,http://www.wikidata.org/entity/Q5617143
1349,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q5666095
1350,,,http://www.wikidata.org/entity/Q5673766
1351,,,http://www.wikidata.org/entity/Q5957418
1352,,,http://www.wikidata.org/entity/Q5679286
1353,,,http://www.wikidata.org/entity/Q5657850
1354,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q5987748
1355,,,http://www.wikidata.org/entity/Q5673877
1356,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q5711050
1357,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q5698080
1358,"work period (start)
1972
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6035995
1359,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q6067643
1360,"work period (start)
1955
1 reference",,http://www.wikidata.org/entity/Q5923672
1361,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q6106203
1362,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q6079884
1363,,,http://www.wikidata.org/entity/Q5871903
1364,"work period (start)
1981
1 reference",,http://www.wikidata.org/entity/Q6026949
1365,,,http://www.wikidata.org/entity/Q5871909
1366,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q5949546
1367,,,http://www.wikidata.org/entity/Q6066032
1368,,,http://www.wikidata.org/entity/Q6080395
1369,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q5936662
1370,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q5957703
1371,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q6034248
1372,,,http://www.wikidata.org/entity/Q6079899
1373,,,http://www.wikidata.org/entity/Q6026877
1374,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q6026922
1375,,,http://www.wikidata.org/entity/Q6073200
1376,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q6043141
1377,,,http://www.wikidata.org/entity/Q5590131
1378,"work period (start)
1957
1 reference",,http://www.wikidata.org/entity/Q6079991
1379,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q5710886
1380,,,http://www.wikidata.org/entity/Q6063160
1381,"work period (start)
1996
1 reference",,http://www.wikidata.org/entity/Q6017668
1382,,,http://www.wikidata.org/entity/Q6437439
1383,,,http://www.wikidata.org/entity/Q6479962
1384,,,http://www.wikidata.org/entity/Q6721134
1385,,,http://www.wikidata.org/entity/Q6444164
1386,,,http://www.wikidata.org/entity/Q6660659
1387,"work period (start)
1982
1 reference",,http://www.wikidata.org/entity/Q6659627
1388,"work period (start)
1966
1 reference",,http://www.wikidata.org/entity/Q6495829
1389,,,http://www.wikidata.org/entity/Q6443482
1390,,,http://www.wikidata.org/entity/Q6444171
1391,"work period (start)
1997
1 reference",,http://www.wikidata.org/entity/Q6444213
1392,,,http://www.wikidata.org/entity/Q6445129
1393,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q6447502
1394,,,http://www.wikidata.org/entity/Q6713016
1395,,,http://www.wikidata.org/entity/Q6516244
1396,"work period (start)
1947
0 references","work period (end)
2017
0 references",http://www.wikidata.org/entity/Q6520598
1397,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q6558075
1398,,,http://www.wikidata.org/entity/Q6434821
1399,,,http://www.wikidata.org/entity/Q6437529
1400,,,http://www.wikidata.org/entity/Q6437551
1401,"work period (start)
2004
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6444159
1402,"work period (start)
1969
1 reference",,http://www.wikidata.org/entity/Q6444215
1403,"work period (start)
1934
1 reference",,http://www.wikidata.org/entity/Q6712783
1404,,,http://www.wikidata.org/entity/Q6467144
1405,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q6479877
1406,,,http://www.wikidata.org/entity/Q6727497
1407,"work period (start)
1964
1 reference",,http://www.wikidata.org/entity/Q6448440
1408,,,http://www.wikidata.org/entity/Q6437382
1409,,,http://www.wikidata.org/entity/Q6442679
1410,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q6444147
1411,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q6444168
1412,,,http://www.wikidata.org/entity/Q6444681
1413,,,http://www.wikidata.org/entity/Q6447871
1414,"work period (start)
2005
1 reference",,http://www.wikidata.org/entity/Q6447877
1415,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q6448629
1416,"work period (start)
1999
1 reference",,http://www.wikidata.org/entity/Q6495046
1417,,,http://www.wikidata.org/entity/Q6712974
1418,,,http://www.wikidata.org/entity/Q6713127
1419,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q6713144
1420,"work period (start)
2012
1 reference",,http://www.wikidata.org/entity/Q6479880
1421,"work period (start)
1984
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6505245
1422,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q6516259
1423,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q6520599
1424,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q6434318
1425,,,http://www.wikidata.org/entity/Q6437372
1426,,,http://www.wikidata.org/entity/Q6437374
1427,,,http://www.wikidata.org/entity/Q6437637
1428,,,http://www.wikidata.org/entity/Q6505439
1429,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q6439798
1430,,,http://www.wikidata.org/entity/Q6442810
1431,,,http://www.wikidata.org/entity/Q6443214
1432,,,http://www.wikidata.org/entity/Q6480359
1433,"work period (start)
1958
1 reference",,http://www.wikidata.org/entity/Q6505202
1434,,,http://www.wikidata.org/entity/Q6668645
1435,,,http://www.wikidata.org/entity/Q6438563
1436,,,http://www.wikidata.org/entity/Q6444134
1437,,,http://www.wikidata.org/entity/Q6456668
1438,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q6433821
1439,"work period (start)
1950
1 reference",,http://www.wikidata.org/entity/Q6434301
1440,"work period (start)
1987
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6579447
1441,,,http://www.wikidata.org/entity/Q6437630
1442,"work period (start)
1964
1 reference",,http://www.wikidata.org/entity/Q6722336
1443,,,http://www.wikidata.org/entity/Q6442879
1444,"work period (start)
1959
1 reference",,http://www.wikidata.org/entity/Q6448628
1445,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q6435847
1446,,,http://www.wikidata.org/entity/Q6443609
1447,"work period (start)
1996
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6447875
1448,"work period (start)
1958
1 reference",,http://www.wikidata.org/entity/Q6516295
1449,,,http://www.wikidata.org/entity/Q6516340
1450,,,http://www.wikidata.org/entity/Q6502826
1451,,,http://www.wikidata.org/entity/Q6543511
1452,"work period (start)
1978
1 reference",,http://www.wikidata.org/entity/Q6480614
1453,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q6516344
1454,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q6522070
1455,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q6502376
1456,"work period (start)
2010
1 reference",,http://www.wikidata.org/entity/Q6706095
1457,"work period (start)
1987
1 reference",,http://www.wikidata.org/entity/Q6713081
1458,"work period (start)
1975
1 reference",,http://www.wikidata.org/entity/Q6575740
1459,,,http://www.wikidata.org/entity/Q6575816
1460,"work period (start)
1963
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6575090
1461,,,http://www.wikidata.org/entity/Q6665461
1462,,,http://www.wikidata.org/entity/Q6705105
1463,"work period (start)
1951
0 references","work period (end)
1976
0 references",http://www.wikidata.org/entity/Q6437449
1464,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q6702095
1465,"work period (start)
1936
1 reference",,http://www.wikidata.org/entity/Q6712578
1466,,,http://www.wikidata.org/entity/Q6712604
1467,,,http://www.wikidata.org/entity/Q6712629
1468,"work period (start)
1984
1 reference",,http://www.wikidata.org/entity/Q6480008
1469,"work period (start)
1983
1 reference",,http://www.wikidata.org/entity/Q6751197
1470,"work period (start)
1977
1 reference",,http://www.wikidata.org/entity/Q6893516
1471,"work period (start)
1988
1 reference",,http://www.wikidata.org/entity/Q6867888
1472,"work period (start)
1980
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6752177
1473,"work period (start)
1995
1 reference",,http://www.wikidata.org/entity/Q6761233
1474,,,http://www.wikidata.org/entity/Q6797299
1475,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q6807581
1476,,,http://www.wikidata.org/entity/Q6809002
1477,"work period (start)
2008
1 reference",,http://www.wikidata.org/entity/Q6862116
1478,,,http://www.wikidata.org/entity/Q6869043
1479,"work period (start)
1945
1 reference",,http://www.wikidata.org/entity/Q6933583
1480,,,http://www.wikidata.org/entity/Q6872001
1481,"work period (start)
1991
1 reference",,http://www.wikidata.org/entity/Q6893613
1482,"work period (start)
1986
1 reference",,http://www.wikidata.org/entity/Q6900436
1483,,,http://www.wikidata.org/entity/Q6919077
1484,"work period (start)
1994
1 reference",,http://www.wikidata.org/entity/Q6894206
1485,,,http://www.wikidata.org/entity/Q6784856
1486,,,http://www.wikidata.org/entity/Q6875491
1487,"work period (start)
1949
1 reference",,http://www.wikidata.org/entity/Q6876928
1488,,,http://www.wikidata.org/entity/Q6880705
1489,"work period (start)
2009
edit
1 reference
add value",,http://www.wikidata.org/entity/Q6881653
1490,,,http://www.wikidata.org/entity/Q6893541
1491,"work period (start)
2006
1 reference",,http://www.wikidata.org/entity/Q6897935
1492,"work period (start)
2007
1 reference",,http://www.wikidata.org/entity/Q6919169
1493,,,http://www.wikidata.org/entity/Q6931806
1494,"work period (start)
2004
1 reference",,http://www.wikidata.org/entity/Q6751191
1495,"work period (start)
2009
1 reference",,http://www.wikidata.org/entity/Q6754602
1496,"work period (start)
1998
1 reference",,http://www.wikidata.org/entity/Q6797611
1497,,,http://www.wikidata.org/entity/Q6807586
1498,"work period (start)
1989
1 reference",,http://www.wikidata.org/entity/Q6809046
1499,"work period (start)
1969
0 references","work period (end)
2010
0 references",http://www.wikidata.org/entity/Q6809218
1500,"work period (start)
2002
1 reference",,http://www.wikidata.org/entity/Q6807604
1501,,,http://www.wikidata.org/entity/Q6785058
1502,"work period (start)
2003
1 reference",,http://www.wikidata.org/entity/Q6807675
1503,,,http://www.wikidata.org/entity/Q6809053
